"Acres #","MLS#","Cnty/IncC","Status","PropType","Address","Close Date","Price","Sold Price","SellerConc","SaleNotes","YearBuilt","DOM","Zip","# Baths","#FBaths","#HBaths","#BathsBG","#BathsML","#BathsULs","#Beds","#BedsML","#BedsULs","#BedsBG","TotFinSF","AGTotSF","AGFin","AGUnfin","BGTotSF","BGFin","BGUfin","Basement","Basement","GarAGUnf","GarTotAG","TotUnfinSF","ZA","AssnFee","Builder","Carpt#Car","City","CDOM","DOMLS","DepAGFin","DepAGUfin","DepBGFin","DepBGUfin","DepTotAG","DepTotBG","DepTotSF","VOW Addr","Zoning","SourceSqFt","RoadMaint","Garage#Car","Garage","Lockbox","Foreclosur","LenderOwn","ShortSale","How Sold","Lst Date","Cont Date","View","Level","Design","Heating","Air Conditioning","Fireplace","Walk Out","Inside Access","Crawl","Finished","Full","Heated","Outside Entrance","Rm01Lv","Rm10Lv","Rm11Lv","Rm12Lv","Rm13Lv","Rm14Lv","Rm15Lv","Rm16Lv","Rm17Lv","Rm18Lv","Rm19Lv","Rm02Lv","Rm20Lv","Rm21Lv","Rm22Lv","Rm23Lv","Rm24Lv","Rm25Lv","Rm26Lv","Rm27Lv","Rm28Lv","Rm29Lv","Rm03Lv","Rm30Lv","Rm04Lv","Rm05Lv","Rm06Lv","Rm07Lv","Rm08Lv","Rm09Lv","Rm01","Rm10","Rm11","Rm12","Rm13","Rm14","Rm15","Rm16","Rm17","Rm18","Rm19","Rm02","Rm20","Rm21","Rm22","Rm23","Rm24","Rm25","Rm26","Rm27","Rm28","Rm29","Rm03","Rm30","Rm04","Rm05","Rm06","Rm07","Rm08","Rm09","Attached Home","Structure-Deck/Porch","Garage Features","Amen HOA/COA/Club/Sub","Unit #","Dependencies","Association","SubArea","Subdivision"
"0.00","564245","001","SLD","Condo","137 GREEN TURTLE LN","7/21/2017","$95,000","$95,000","0",,"1987","2","22901","1.00","1","0","0.00","0.00","1.00","1","0","1","0","749","749","749","0","0","0","0","No",,"0","0","0","Asphalt","230",,,"CHARLOTTESVILLE","2","2",,,,,"0","0","0","No","R Residential","Public Records","0",,"N","CAAR","No","No","No","CASH","7/8/2017","7/10/2017","Residential View","2 Story",,"Electric, Forced Air, Heat Pump","Central AC, Heat Pump","One, Wood Burning","No","No","No","No","No","No","No","2",,,,,,,,,,,"2",,,,,,,,,,,"2",,"2","2","2",,,,"Living Room",,,,,,,,,,,"Dining Room",,,,,,,,,,,"Kitchen",,"Full Bath","Bedroom","Laundry",,,,,"Deck",,"Exercise Room, Play Area, Pool, Tennis","5",,"COA",,"TURTLE CREEK CONDOS"
